2026-03-20 17:47:50 | INFO     | hurricane_debris.main | Run configuration saved to outputs/metrics/run_config.json
2026-03-20 17:47:50 | INFO     | hurricane_debris.main | Global seed set to 42
2026-03-20 17:47:50 | INFO     | hurricane_debris.main | Device: cuda
2026-03-20 17:48:44 | INFO     | hurricane_debris.main | Run configuration saved to outputs/metrics/run_config.json
2026-03-20 17:48:44 | INFO     | hurricane_debris.main | Global seed set to 42
2026-03-20 17:48:44 | INFO     | hurricane_debris.main | Device: cuda
2026-03-20 17:48:46 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 17:48:46 | INFO     | hurricane_debris.main | TRAINING FLORENCE-2
2026-03-20 17:48:46 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 17:49:07 | INFO     | hurricane_debris.main | Run configuration saved to outputs/metrics/run_config.json
2026-03-20 17:49:07 | INFO     | hurricane_debris.main | Global seed set to 42
2026-03-20 17:49:07 | INFO     | hurricane_debris.main | Device: cuda
2026-03-20 17:49:09 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 17:49:09 | INFO     | hurricane_debris.main | TRAINING FLORENCE-2
2026-03-20 17:49:09 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 17:49:30 | INFO     | hurricane_debris.main | Run configuration saved to outputs/metrics/run_config.json
2026-03-20 17:49:30 | INFO     | hurricane_debris.main | Global seed set to 42
2026-03-20 17:49:30 | INFO     | hurricane_debris.main | Device: cuda
2026-03-20 17:49:32 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 17:49:32 | INFO     | hurricane_debris.main | TRAINING FLORENCE-2
2026-03-20 17:49:32 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 18:28:36 | INFO     | hurricane_debris.main | Run configuration saved to outputs/metrics/run_config.json
2026-03-20 18:28:36 | INFO     | hurricane_debris.main | Global seed set to 42
2026-03-20 18:28:36 | INFO     | hurricane_debris.main | Device: cuda
2026-03-20 18:28:37 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 18:28:37 | INFO     | hurricane_debris.main | TRAINING FLORENCE-2
2026-03-20 18:28:37 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 18:40:28 | INFO     | hurricane_debris.main | Run configuration saved to outputs/metrics/run_config.json
2026-03-20 18:40:28 | INFO     | hurricane_debris.main | Global seed set to 42
2026-03-20 18:40:28 | INFO     | hurricane_debris.main | Device: cuda
2026-03-20 18:40:29 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 18:40:29 | INFO     | hurricane_debris.main | TRAINING FLORENCE-2
2026-03-20 18:40:29 | INFO     | hurricane_debris.main | ============================================================
2026-03-20 18:40:30 | WARNING  | hurricane_debris.data.rescuenet | No mask found for 10778.jpg
2026-03-20 18:40:30 | WARNING  | hurricane_debris.data.rescuenet | No mask found for 10779.jpg
